region,year,gender,age_group,im,outcome,af_entire_1
Canada,2013,m,15-34,_57,Mortality,0.7229358051358523
Canada,2013,m,15-34,_62,Mortality,0.7229358051358523
Canada,2013,m,15-34,_63,Mortality,0.3731348941417088
Canada,2013,m,15-34,_11,Morbidity,0.4715728634839032
Canada,2013,m,15-34,_13,Morbidity,0.11963680891039981
Canada,2013,m,15-34,_21,Morbidity,0.5540751011682107
Canada,2013,m,15-34,_22,Morbidity,0.5676241228188926
Canada,2013,m,15-34,_26,Morbidity,0.34436583610697497
Canada,2013,m,15-34,_44,Morbidity,0.3192373158360099
Canada,2013,m,15-34,_45,Morbidity,0.3192373158360099
Canada,2013,m,15-34,_46,Morbidity,0.3192373158360099
Canada,2013,m,15-34,_47,Morbidity,0.3192373158360099
Canada,2013,m,15-34,_54,Morbidity,0.1457407128786989
Canada,2013,m,15-34,_64,Morbidity,0.4946393987882366
Canada,2013,m,15-34,_71,Morbidity,0.2794474041945656
Canada,2013,m,15-34,_81,Morbidity,0.2766926079320571
Canada,2013,m,15-34,_82,Morbidity,0.2766926079320571
Canada,2013,m,15-34,_83,Morbidity,0.2766926079320571
Canada,2013,m,15-34,_84,Morbidity,0.2766926079320571
Canada,2013,m,15-34,_85,Morbidity,0.2766926079320571
Canada,2013,m,15-34,_86,Morbidity,0.2766926079320571
Canada,2013,m,15-34,_91,Morbidity,0.332809824465806
Canada,2013,m,15-34,_92,Morbidity,0.332809824465806
Canada,2013,m,15-34,_93,Morbidity,0.332809824465806
Canada,2013,m,15-34,_94,Morbidity,0.332809824465806
Canada,2013,m,15-34,_95,Morbidity,0.332809824465806
Canada,2013,m,15-34,_11,Mortality,0.4715728634839032
Canada,2013,m,15-34,_13,Mortality,0.11963680891039981
Canada,2013,m,15-34,_21,Mortality,0.5540751011682107
Canada,2013,m,15-34,_22,Mortality,0.5676241228188926
Canada,2013,m,15-34,_26,Mortality,0.34436583610697497
Canada,2013,m,15-34,_44,Mortality,0.3192373158360099
Canada,2013,m,15-34,_45,Mortality,0.3192373158360099
Canada,2013,m,15-34,_46,Mortality,0.3192373158360099
Canada,2013,m,15-34,_47,Mortality,0.3192373158360099
Canada,2013,m,15-34,_54,Mortality,0.1457407128786989
Canada,2013,m,15-34,_64,Mortality,0.4946393987882366
Canada,2013,m,15-34,_71,Mortality,0.2794474041945656
Canada,2013,m,15-34,_81,Mortality,0.2766926079320571
Canada,2013,m,15-34,_82,Mortality,0.2766926079320571
Canada,2013,m,15-34,_83,Mortality,0.2766926079320571
Canada,2013,m,15-34,_84,Mortality,0.2766926079320571
Canada,2013,m,15-34,_85,Mortality,0.2766926079320571
Canada,2013,m,15-34,_86,Mortality,0.2766926079320571
Canada,2013,m,15-34,_91,Mortality,0.332809824465806
Canada,2013,m,15-34,_92,Mortality,0.332809824465806
Canada,2013,m,15-34,_93,Mortality,0.332809824465806
Canada,2013,m,15-34,_94,Mortality,0.332809824465806
Canada,2013,m,15-34,_95,Mortality,0.332809824465806
Canada,2013,w,15-34,_12,Morbidity,0.026453794492091662
Canada,2013,w,15-34,_23,Morbidity,0.04047808513877907
Canada,2013,w,15-34,_24,Morbidity,0.1730383348561481
Canada,2013,w,15-34,_25,Morbidity,0.03355205776311562
Canada,2013,w,15-34,_27,Morbidity,0.13166140621369185
Canada,2013,w,15-34,_31,Morbidity,-0.19263986677374775
Canada,2013,w,15-34,_51,Morbidity,0.0914428597587057
Canada,2013,w,15-34,_52,Morbidity,-0.12778905615794145
Canada,2013,w,15-34,_55,Morbidity,-0.10587651785385684
Canada,2013,w,15-34,_56,Morbidity,-0.04477444313859438
Canada,2013,w,15-34,_57,Morbidity,0.573750816312897
Canada,2013,w,15-34,_62,Morbidity,0.573750816312897
Canada,2013,w,15-34,_63,Morbidity,0.12757772235940207
Canada,2013,w,15-34,_12,Mortality,0.026453794492091662
Canada,2013,w,15-34,_23,Mortality,0.04047808513877907
Canada,2013,w,15-34,_24,Mortality,0.1730383348561481
Canada,2013,w,15-34,_25,Mortality,0.03355205776311562
Canada,2013,w,15-34,_27,Mortality,0.13166140621369185
Canada,2013,w,15-34,_31,Mortality,-0.19263986677374775
Canada,2013,w,15-34,_51,Mortality,0.0914428597587057
Canada,2013,w,15-34,_52,Mortality,0.10190259835745191
Canada,2013,w,15-34,_55,Mortality,0.21508579113757678
Canada,2013,w,15-34,_56,Mortality,-0.06559952019518699
Canada,2013,w,15-34,_57,Mortality,0.7064814172494018
Canada,2013,w,15-34,_62,Mortality,0.7064814172494018
Canada,2013,w,15-34,_63,Mortality,0.12757772235940207
Canada,2013,w,15-34,_11,Morbidity,0.2449591778297311
Canada,2013,w,15-34,_13,Morbidity,0.057944089385493204
Canada,2013,w,15-34,_21,Morbidity,0.32172590952045127
Canada,2013,w,15-34,_22,Morbidity,0.3724543258266396
Canada,2013,w,15-34,_26,Morbidity,0.18907948961845805
Canada,2013,w,15-34,_44,Morbidity,0.15925659099231834
Canada,2013,w,15-34,_45,Morbidity,0.15925659099231834
Canada,2013,w,15-34,_46,Morbidity,0.15925659099231834
Canada,2013,w,15-34,_47,Morbidity,0.15925659099231834
Canada,2013,w,15-34,_54,Morbidity,0.07132387855598703
Canada,2013,w,15-34,_64,Morbidity,0.3035633190254704
Canada,2013,w,15-34,_71,Morbidity,0.17925369578662126
Canada,2013,w,15-34,_81,Morbidity,0.1770491796299203
Canada,2013,w,15-34,_82,Morbidity,0.1770491796299203
Canada,2013,w,15-34,_83,Morbidity,0.1770491796299203
Canada,2013,w,15-34,_84,Morbidity,0.1770491796299203
Canada,2013,w,15-34,_85,Morbidity,0.1770491796299203
Canada,2013,w,15-34,_86,Morbidity,0.1770491796299203
Canada,2013,w,15-34,_91,Morbidity,0.2229655254974973
Canada,2013,w,15-34,_92,Morbidity,0.2229655254974973
Canada,2013,w,15-34,_93,Morbidity,0.2229655254974973
Canada,2013,w,15-34,_94,Morbidity,0.2229655254974973
Canada,2013,w,15-34,_95,Morbidity,0.2229655254974973
Canada,2013,w,15-34,_11,Mortality,0.2449591778297311
Canada,2013,w,15-34,_13,Mortality,0.057944089385493204
Canada,2013,w,15-34,_21,Mortality,0.32172590952045127
Canada,2013,w,15-34,_22,Mortality,0.3724543258266396
Canada,2013,w,15-34,_26,Mortality,0.18907948961845805
Canada,2013,w,15-34,_44,Mortality,0.15925659099231834
Canada,2013,w,15-34,_45,Mortality,0.15925659099231834
Canada,2013,w,15-34,_46,Mortality,0.15925659099231834
Canada,2013,w,15-34,_47,Mortality,0.15925659099231834
Canada,2013,w,15-34,_54,Mortality,0.07132387855598703
Canada,2013,w,15-34,_64,Mortality,0.3035633190254704
Canada,2013,w,15-34,_71,Mortality,0.17925369578662126
Canada,2013,w,15-34,_81,Mortality,0.1770491796299203
Canada,2013,w,15-34,_82,Mortality,0.1770491796299203
Canada,2013,w,15-34,_83,Mortality,0.1770491796299203
Canada,2013,w,15-34,_84,Mortality,0.1770491796299203
Canada,2013,w,15-34,_85,Mortality,0.1770491796299203
Canada,2013,w,15-34,_86,Mortality,0.1770491796299203
Canada,2013,w,15-34,_91,Mortality,0.2229655254974973
Canada,2013,w,15-34,_92,Mortality,0.2229655254974973
Canada,2013,w,15-34,_93,Mortality,0.2229655254974973
Canada,2013,w,15-34,_94,Mortality,0.2229655254974973
Canada,2013,w,15-34,_95,Mortality,0.2229655254974973
Canada,2014,m,15-34,_12,Morbidity,0.06460901035997
Canada,2014,m,15-34,_23,Morbidity,0.22976252734431107
Canada,2014,m,15-34,_24,Morbidity,0.1902519154801047
Canada,2014,m,15-34,_25,Morbidity,0.08605456096902109
Canada,2014,m,15-34,_31,Morbidity,0.03026702554552118
Canada,2014,m,15-34,_51,Morbidity,0.230760632470388
Canada,2014,m,15-34,_52,Morbidity,0.04571158227848187
Canada,2014,m,15-34,_55,Morbidity,0.2155172850839869
Canada,2014,m,15-34,_56,Morbidity,0.019631601689298107
Canada,2014,m,15-34,_57,Morbidity,0.4935510272201173
Canada,2014,m,15-34,_62,Morbidity,0.4935510272201173
Canada,2014,m,15-34,_63,Morbidity,0.3784640140169908
Canada,2014,m,15-34,_12,Mortality,0.06460901035997
Canada,2014,m,15-34,_23,Mortality,0.22976252734431107
Canada,2014,m,15-34,_24,Mortality,0.1902519154801047
Canada,2014,m,15-34,_25,Mortality,0.08605456096902109
Canada,2014,m,15-34,_31,Mortality,0.03026702554552118
Canada,2014,m,15-34,_51,Mortality,0.230760632470388
Canada,2014,m,15-34,_52,Mortality,0.0711651205950547
Canada,2014,m,15-34,_55,Mortality,0.19508717011404036
Canada,2014,m,15-34,_56,Mortality,0.027704298936671826
Canada,2014,m,15-34,_57,Mortality,0.7287096945761269
Canada,2014,m,15-34,_62,Mortality,0.7287096945761269
Canada,2014,m,15-34,_63,Mortality,0.3784640140169908
Canada,2014,m,15-34,_11,Morbidity,0.4774668241842464
Canada,2014,m,15-34,_13,Morbidity,0.12155107827190291
Canada,2014,m,15-34,_21,Morbidity,0.5597041073695727
Canada,2014,m,15-34,_22,Morbidity,0.5722190459704665
Canada,2014,m,15-34,_26,Morbidity,0.34889963161711757
Canada,2014,m,15-34,_44,Morbidity,0.3238192728376722
Canada,2014,m,15-34,_45,Morbidity,0.3238192728376722
Canada,2014,m,15-34,_46,Morbidity,0.3238192728376722
Canada,2014,m,15-34,_47,Morbidity,0.3238192728376722
Canada,2014,m,15-34,_54,Morbidity,0.14805354135663343
Canada,2014,m,15-34,_64,Morbidity,0.5007152858056305
Canada,2014,m,15-34,_71,Morbidity,0.2823857915420817
Canada,2014,m,15-34,_81,Morbidity,0.27961802498805083
Canada,2014,m,15-34,_82,Morbidity,0.27961802498805083
Canada,2014,m,15-34,_83,Morbidity,0.27961802498805083
Canada,2014,m,15-34,_84,Morbidity,0.27961802498805083
Canada,2014,m,15-34,_85,Morbidity,0.27961802498805083
Canada,2014,m,15-34,_86,Morbidity,0.27961802498805083
Canada,2014,m,15-34,_91,Morbidity,0.33596278438095123
Canada,2014,m,15-34,_92,Morbidity,0.33596278438095123
Canada,2014,m,15-34,_93,Morbidity,0.33596278438095123
Canada,2014,m,15-34,_94,Morbidity,0.33596278438095123
Canada,2014,m,15-34,_95,Morbidity,0.33596278438095123
Canada,2014,m,15-34,_11,Mortality,0.4774668241842464
Canada,2014,m,15-34,_13,Mortality,0.12155107827190291
Canada,2014,m,15-34,_21,Mortality,0.5597041073695727
Canada,2014,m,15-34,_22,Mortality,0.5722190459704665
Canada,2014,m,15-34,_26,Mortality,0.34889963161711757
Canada,2014,m,15-34,_44,Mortality,0.3238192728376722
Canada,2014,m,15-34,_45,Mortality,0.3238192728376722
Canada,2014,m,15-34,_46,Mortality,0.3238192728376722
Canada,2014,m,15-34,_47,Mortality,0.3238192728376722
Canada,2014,m,15-34,_54,Mortality,0.14805354135663343
Canada,2014,m,15-34,_64,Mortality,0.5007152858056305
Canada,2014,m,15-34,_71,Mortality,0.2823857915420817
Canada,2014,m,15-34,_81,Mortality,0.27961802498805083
Canada,2014,m,15-34,_82,Mortality,0.27961802498805083
Canada,2014,m,15-34,_83,Mortality,0.27961802498805083
Canada,2014,m,15-34,_84,Mortality,0.27961802498805083
Canada,2014,m,15-34,_85,Mortality,0.27961802498805083
Canada,2014,m,15-34,_86,Mortality,0.27961802498805083
Canada,2014,m,15-34,_91,Mortality,0.33596278438095123
Canada,2014,m,15-34,_92,Mortality,0.33596278438095123
Canada,2014,m,15-34,_93,Mortality,0.33596278438095123
Canada,2014,m,15-34,_94,Mortality,0.33596278438095123
Canada,2014,m,15-34,_95,Mortality,0.33596278438095123
Canada,2014,w,15-34,_12,Morbidity,0.02675862933258613
Canada,2014,w,15-34,_23,Morbidity,0.040824089069385505
Canada,2014,w,15-34,_24,Morbidity,0.17540247834609024
Canada,2014,w,15-34,_25,Morbidity,0.03392512132718816
Canada,2014,w,15-34,_27,Morbidity,0.13257222442676042
Canada,2014,w,15-34,_31,Morbidity,-0.1931532015459176
Canada,2014,w,15-34,_51,Morbidity,0.09235080421699486
Canada,2014,w,15-34,_52,Morbidity,-0.1263077173044498
Canada,2014,w,15-34,_55,Morbidity,-0.10462377576370885
Canada,2014,w,15-34,_56,Morbidity,-0.04430179442703058
Canada,2014,w,15-34,_57,Morbidity,0.575983086248545
Canada,2014,w,15-34,_62,Morbidity,0.575983086248545
Canada,2014,w,15-34,_63,Morbidity,0.13084374388412118
Canada,2014,w,15-34,_12,Mortality,0.02675862933258613
Canada,2014,w,15-34,_23,Mortality,0.040824089069385505
Canada,2014,w,15-34,_24,Mortality,0.17540247834609024
Canada,2014,w,15-34,_25,Mortality,0.03392512132718816
Canada,2014,w,15-34,_27,Mortality,0.13257222442676042
Canada,2014,w,15-34,_31,Mortality,-0.1931532015459176
Canada,2014,w,15-34,_51,Mortality,0.09235080421699486
Canada,2014,w,15-34,_52,Mortality,0.1042250258134421
Canada,2014,w,15-34,_55,Mortality,0.2167831114362927
Canada,2014,w,15-34,_56,Mortality,-0.0641784802934441
Canada,2014,w,15-34,_57,Mortality,0.7082837136903449
Canada,2014,w,15-34,_62,Mortality,0.7082837136903449
Canada,2014,w,15-34,_63,Mortality,0.13084374388412118
Canada,2014,w,15-34,_11,Morbidity,0.2465396045490233
Canada,2014,w,15-34,_13,Morbidity,0.05833672402859026
Canada,2014,w,15-34,_21,Morbidity,0.32367105077686487
Canada,2014,w,15-34,_22,Morbidity,0.3742465550422559
Canada,2014,w,15-34,_26,Morbidity,0.19042738167059736
Canada,2014,w,15-34,_44,Morbidity,0.16031197667823688
Canada,2014,w,15-34,_45,Morbidity,0.16031197667823688
Canada,2014,w,15-34,_46,Morbidity,0.16031197667823688
Canada,2014,w,15-34,_47,Morbidity,0.16031197667823688
Canada,2014,w,15-34,_54,Morbidity,0.07181890135739706
Canada,2014,w,15-34,_64,Morbidity,0.3061929628313678
Canada,2014,w,15-34,_71,Morbidity,0.1810734062410675
Canada,2014,w,15-34,_81,Morbidity,0.17884718915838663
Canada,2014,w,15-34,_82,Morbidity,0.17884718915838663
Canada,2014,w,15-34,_83,Morbidity,0.17884718915838663
Canada,2014,w,15-34,_84,Morbidity,0.17884718915838663
Canada,2014,w,15-34,_85,Morbidity,0.17884718915838663
Canada,2014,w,15-34,_86,Morbidity,0.17884718915838663
Canada,2014,w,15-34,_91,Morbidity,0.22518577769189282
Canada,2014,w,15-34,_92,Morbidity,0.22518577769189282
Canada,2014,w,15-34,_93,Morbidity,0.22518577769189282
Canada,2014,w,15-34,_94,Morbidity,0.22518577769189282
Canada,2014,w,15-34,_95,Morbidity,0.22518577769189282
Canada,2014,w,15-34,_11,Mortality,0.2465396045490233
Canada,2014,w,15-34,_13,Mortality,0.05833672402859026
Canada,2014,w,15-34,_21,Mortality,0.32367105077686487
Canada,2014,w,15-34,_22,Mortality,0.3742465550422559
Canada,2014,w,15-34,_26,Mortality,0.19042738167059736
Canada,2014,w,15-34,_44,Mortality,0.16031197667823688
Canada,2014,w,15-34,_45,Mortality,0.16031197667823688
Canada,2014,w,15-34,_46,Mortality,0.16031197667823688
Canada,2014,w,15-34,_47,Mortality,0.16031197667823688
Canada,2014,w,15-34,_54,Mortality,0.07181890135739706
Canada,2014,w,15-34,_64,Mortality,0.3061929628313678
Canada,2014,w,15-34,_71,Mortality,0.1810734062410675
Canada,2014,w,15-34,_81,Mortality,0.17884718915838663
Canada,2014,w,15-34,_82,Mortality,0.17884718915838663
Canada,2014,w,15-34,_83,Mortality,0.17884718915838663
Canada,2014,w,15-34,_84,Mortality,0.17884718915838663
Canada,2014,w,15-34,_85,Mortality,0.17884718915838663
Canada,2014,w,15-34,_86,Mortality,0.17884718915838663
Canada,2014,w,15-34,_91,Mortality,0.22518577769189282
Canada,2014,w,15-34,_92,Mortality,0.22518577769189282
Canada,2014,w,15-34,_93,Mortality,0.22518577769189282
Canada,2014,w,15-34,_94,Mortality,0.22518577769189282
Canada,2014,w,15-34,_95,Mortality,0.22518577769189282
Canada,2015,m,15-34,_12,Morbidity,0.06576748651026923
Canada,2015,m,15-34,_23,Morbidity,0.23094573225436854
Canada,2015,m,15-34,_24,Morbidity,0.1914253815064099
Canada,2015,m,15-34,_25,Morbidity,0.0863434142718624
Canada,2015,m,15-34,_31,Morbidity,0.03045000701172462
Canada,2015,m,15-34,_51,Morbidity,0.2319969373553368
Canada,2015,m,15-34,_52,Morbidity,0.046340356760280206
Canada,2015,m,15-34,_55,Morbidity,0.21727743479123993
Canada,2015,m,15-34,_56,Morbidity,0.02071898980570466
Canada,2015,m,15-34,_57,Morbidity,0.49644090907211114
Canada,2015,m,15-34,_62,Morbidity,0.49644090907211114
Canada,2015,m,15-34,_63,Morbidity,0.38103941772256233
Canada,2015,m,15-34,_12,Mortality,0.06576748651026923
Canada,2015,m,15-34,_23,Mortality,0.23094573225436854
Canada,2015,m,15-34,_24,Mortality,0.1914253815064099
Canada,2015,m,15-34,_25,Mortality,0.0863434142718624
Canada,2015,m,15-34,_31,Mortality,0.03045000701172462
Canada,2015,m,15-34,_51,Mortality,0.2319969373553368
Canada,2015,m,15-34,_52,Mortality,0.0716046572786744
Canada,2015,m,15-34,_55,Mortality,0.1966537905844271
Canada,2015,m,15-34,_56,Mortality,0.028923554160896137
Canada,2015,m,15-34,_57,Mortality,0.7322310657818879
Canada,2015,m,15-34,_62,Mortality,0.7322310657818879
Canada,2015,m,15-34,_63,Mortality,0.38103941772256233
Canada,2015,m,15-34,_11,Morbidity,0.4813346525971178
Canada,2015,m,15-34,_13,Morbidity,0.12276136676673391
Canada,2015,m,15-34,_21,Morbidity,0.5633044924334293
Canada,2015,m,15-34,_22,Morbidity,0.5750507888440457
Canada,2015,m,15-34,_26,Morbidity,0.3516555029934292
Canada,2015,m,15-34,_44,Morbidity,0.32678557037632167
Canada,2015,m,15-34,_45,Morbidity,0.32678557037632167
Canada,2015,m,15-34,_46,Morbidity,0.32678557037632167
Canada,2015,m,15-34,_47,Morbidity,0.32678557037632167
Canada,2015,m,15-34,_54,Morbidity,0.14950734071221636
Canada,2015,m,15-34,_64,Morbidity,0.5041280777765887
Canada,2015,m,15-34,_71,Morbidity,0.2831027638526833
Canada,2015,m,15-34,_81,Morbidity,0.2803414614707475
Canada,2015,m,15-34,_82,Morbidity,0.2803414614707475
Canada,2015,m,15-34,_83,Morbidity,0.2803414614707475
Canada,2015,m,15-34,_84,Morbidity,0.2803414614707475
Canada,2015,m,15-34,_85,Morbidity,0.2803414614707475
Canada,2015,m,15-34,_86,Morbidity,0.2803414614707475
Canada,2015,m,15-34,_91,Morbidity,0.33656021996915675
Canada,2015,m,15-34,_92,Morbidity,0.33656021996915675
Canada,2015,m,15-34,_93,Morbidity,0.33656021996915675
Canada,2015,m,15-34,_94,Morbidity,0.33656021996915675
Canada,2015,m,15-34,_95,Morbidity,0.33656021996915675
Canada,2015,m,15-34,_11,Mortality,0.4813346525971178
Canada,2015,m,15-34,_13,Mortality,0.12276136676673391
Canada,2015,m,15-34,_21,Mortality,0.5633044924334293
Canada,2015,m,15-34,_22,Mortality,0.5750507888440457
Canada,2015,m,15-34,_26,Mortality,0.3516555029934292
Canada,2015,m,15-34,_44,Mortality,0.32678557037632167
Canada,2015,m,15-34,_45,Mortality,0.32678557037632167
Canada,2015,m,15-34,_46,Mortality,0.32678557037632167
Canada,2015,m,15-34,_47,Mortality,0.32678557037632167
Canada,2015,m,15-34,_54,Mortality,0.14950734071221636
Canada,2015,m,15-34,_64,Mortality,0.5041280777765887
Canada,2015,m,15-34,_71,Mortality,0.2831027638526833
Canada,2015,m,15-34,_81,Mortality,0.2803414614707475
Canada,2015,m,15-34,_82,Mortality,0.2803414614707475
Canada,2015,m,15-34,_83,Mortality,0.2803414614707475
Canada,2015,m,15-34,_84,Mortality,0.2803414614707475
Canada,2015,m,15-34,_85,Mortality,0.2803414614707475
Canada,2015,m,15-34,_86,Mortality,0.2803414614707475
Canada,2015,m,15-34,_91,Mortality,0.33656021996915675
Canada,2015,m,15-34,_92,Mortality,0.33656021996915675
Canada,2015,m,15-34,_93,Mortality,0.33656021996915675
Canada,2015,m,15-34,_94,Mortality,0.33656021996915675
Canada,2015,m,15-34,_95,Mortality,0.33656021996915675
Canada,2015,w,15-34,_12,Morbidity,0.027778796167861258
Canada,2015,w,15-34,_23,Morbidity,0.04141946556295264
Canada,2015,w,15-34,_24,Morbidity,0.1760755947135261
Canada,2015,w,15-34,_25,Morbidity,0.03429902303237507
Canada,2015,w,15-34,_27,Morbidity,0.13487389479851813
Canada,2015,w,15-34,_31,Morbidity,-0.19404187248896868
Canada,2015,w,15-34,_51,Morbidity,0.09490907473120104
Canada,2015,w,15-34,_52,Morbidity,-0.12527631089134503
Canada,2015,w,15-34,_55,Morbidity,-0.10131665247339341
Canada,2015,w,15-34,_56,Morbidity,-0.043572944302415886
Canada,2015,w,15-34,_57,Morbidity,0.578870610544376
Canada,2015,w,15-34,_62,Morbidity,0.578870610544376
Canada,2015,w,15-34,_63,Morbidity,0.13574500189169592
Canada,2015,w,15-34,_12,Mortality,0.027778796167861258
Canada,2015,w,15-34,_23,Mortality,0.04141946556295264
Canada,2015,w,15-34,_24,Mortality,0.1760755947135261
Canada,2015,w,15-34,_25,Mortality,0.03429902303237507
Canada,2015,w,15-34,_27,Mortality,0.13487389479851813
Canada,2015,w,15-34,_31,Mortality,-0.19404187248896868
Canada,2015,w,15-34,_51,Mortality,0.09490907473120104
Canada,2015,w,15-34,_52,Mortality,0.10821674774447622
Canada,2015,w,15-34,_55,Mortality,0.22005254978785738
Canada,2015,w,15-34,_56,Mortality,-0.06124073700194757
Canada,2015,w,15-34,_57,Mortality,0.7117066555323773
Canada,2015,w,15-34,_62,Mortality,0.7117066555323773
Canada,2015,w,15-34,_63,Mortality,0.13574500189169592
Canada,2015,w,15-34,_11,Morbidity,0.25108005924781307
Canada,2015,w,15-34,_13,Morbidity,0.05934319543124083
Canada,2015,w,15-34,_21,Morbidity,0.3287059470965643
Canada,2015,w,15-34,_22,Morbidity,0.3784591665623895
Canada,2015,w,15-34,_26,Morbidity,0.19327596398733204
Canada,2015,w,15-34,_44,Morbidity,0.16319908504038694
Canada,2015,w,15-34,_45,Morbidity,0.16319908504038694
Canada,2015,w,15-34,_46,Morbidity,0.16319908504038694
Canada,2015,w,15-34,_47,Morbidity,0.16319908504038694
Canada,2015,w,15-34,_54,Morbidity,0.07304531193421564
Canada,2015,w,15-34,_64,Morbidity,0.3097936245337819
Canada,2015,w,15-34,_71,Morbidity,0.18167578536827758
Canada,2015,w,15-34,_81,Morbidity,0.17945527479881457
Canada,2015,w,15-34,_82,Morbidity,0.17945527479881457
Canada,2015,w,15-34,_83,Morbidity,0.17945527479881457
Canada,2015,w,15-34,_84,Morbidity,0.17945527479881457
Canada,2015,w,15-34,_85,Morbidity,0.17945527479881457
Canada,2015,w,15-34,_86,Morbidity,0.17945527479881457
Canada,2015,w,15-34,_91,Morbidity,0.22567962455624946
Canada,2015,w,15-34,_92,Morbidity,0.22567962455624946
Canada,2015,w,15-34,_93,Morbidity,0.22567962455624946
Canada,2015,w,15-34,_94,Morbidity,0.22567962455624946
Canada,2015,w,15-34,_95,Morbidity,0.22567962455624946
Canada,2015,w,15-34,_11,Mortality,0.25108005924781307
Canada,2015,w,15-34,_13,Mortality,0.05934319543124083
Canada,2015,w,15-34,_21,Mortality,0.3287059470965643
Canada,2015,w,15-34,_22,Mortality,0.3784591665623895
Canada,2015,w,15-34,_26,Mortality,0.19327596398733204
Canada,2015,w,15-34,_44,Mortality,0.16319908504038694
Canada,2015,w,15-34,_45,Mortality,0.16319908504038694
Canada,2015,w,15-34,_46,Mortality,0.16319908504038694
Canada,2015,w,15-34,_47,Mortality,0.16319908504038694
Canada,2015,w,15-34,_54,Mortality,0.07304531193421564
Canada,2015,w,15-34,_64,Mortality,0.3097936245337819
Canada,2015,w,15-34,_71,Mortality,0.18167578536827758
Canada,2015,w,15-34,_81,Mortality,0.17945527479881457
Canada,2015,w,15-34,_82,Mortality,0.17945527479881457
Canada,2015,w,15-34,_83,Mortality,0.17945527479881457
Canada,2015,w,15-34,_84,Mortality,0.17945527479881457
Canada,2015,w,15-34,_85,Mortality,0.17945527479881457
Canada,2015,w,15-34,_86,Mortality,0.17945527479881457
Canada,2015,w,15-34,_91,Mortality,0.22567962455624946
Canada,2015,w,15-34,_92,Mortality,0.22567962455624946
Canada,2015,w,15-34,_93,Mortality,0.22567962455624946
Canada,2015,w,15-34,_94,Mortality,0.22567962455624946
Canada,2015,w,15-34,_95,Mortality,0.22567962455624946
Canada,2016,m,15-34,_12,Morbidity,0.06464917806983103
Canada,2016,m,15-34,_23,Morbidity,0.2283188417982033
Canada,2016,m,15-34,_24,Morbidity,0.1894278515007811
Canada,2016,m,15-34,_25,Morbidity,0.08515142841366309
Canada,2016,m,15-34,_31,Morbidity,0.029944860136755656
Canada,2016,m,15-34,_51,Morbidity,0.23038695393791875
Canada,2016,m,15-34,_52,Morbidity,0.04590587151450342
Canada,2016,m,15-34,_55,Morbidity,0.21497149765923007
Canada,2016,m,15-34,_56,Morbidity,0.019467656107274668
Canada,2016,m,15-34,_57,Morbidity,0.4924180688014046
Canada,2016,m,15-34,_62,Morbidity,0.4924180688014046
Canada,2016,m,15-34,_63,Morbidity,0.3774929185254232
Canada,2016,m,15-34,_12,Mortality,0.06464917806983103
Canada,2016,m,15-34,_23,Mortality,0.2283188417982033
Canada,2016,m,15-34,_24,Mortality,0.1894278515007811
Canada,2016,m,15-34,_25,Mortality,0.08515142841366309
Canada,2016,m,15-34,_31,Mortality,0.029944860136755656
Canada,2016,m,15-34,_51,Mortality,0.23038695393791875
Canada,2016,m,15-34,_52,Mortality,0.07069986689828978
Canada,2016,m,15-34,_55,Mortality,0.19452329900463636
Canada,2016,m,15-34,_56,Mortality,0.027547320148515846
Canada,2016,m,15-34,_57,Mortality,0.7285350961006652
Canada,2016,m,15-34,_62,Mortality,0.7285350961006652
Canada,2016,m,15-34,_63,Mortality,0.3774929185254232
Canada,2016,m,15-34,_11,Morbidity,0.47744050994009213
Canada,2016,m,15-34,_13,Morbidity,0.12144261653245664
Canada,2016,m,15-34,_21,Morbidity,0.5595838583851953
Canada,2016,m,15-34,_22,Morbidity,0.5719406188801173
Canada,2016,m,15-34,_26,Morbidity,0.3485918404361484
Canada,2016,m,15-34,_44,Morbidity,0.3237022735176833
Canada,2016,m,15-34,_45,Morbidity,0.3237022735176833
Canada,2016,m,15-34,_46,Morbidity,0.3237022735176833
Canada,2016,m,15-34,_47,Morbidity,0.3237022735176833
Canada,2016,m,15-34,_54,Morbidity,0.14791950584919047
Canada,2016,m,15-34,_64,Morbidity,0.500128365649993
Canada,2016,m,15-34,_71,Morbidity,0.28066653034987993
Canada,2016,m,15-34,_81,Morbidity,0.27791946735321776
Canada,2016,m,15-34,_82,Morbidity,0.27791946735321776
Canada,2016,m,15-34,_83,Morbidity,0.27791946735321776
Canada,2016,m,15-34,_84,Morbidity,0.27791946735321776
Canada,2016,m,15-34,_85,Morbidity,0.27791946735321776
Canada,2016,m,15-34,_86,Morbidity,0.27791946735321776
Canada,2016,m,15-34,_91,Morbidity,0.3338837641425485
Canada,2016,m,15-34,_92,Morbidity,0.3338837641425485
Canada,2016,m,15-34,_93,Morbidity,0.3338837641425485
Canada,2016,m,15-34,_94,Morbidity,0.3338837641425485
Canada,2016,m,15-34,_95,Morbidity,0.3338837641425485
Canada,2016,m,15-34,_11,Mortality,0.47744050994009213
Canada,2016,m,15-34,_13,Mortality,0.12144261653245664
Canada,2016,m,15-34,_21,Mortality,0.5595838583851953
Canada,2016,m,15-34,_22,Mortality,0.5719406188801173
Canada,2016,m,15-34,_26,Mortality,0.3485918404361484
Canada,2016,m,15-34,_44,Mortality,0.3237022735176833
